0.204611	0.0469838
0.883798	0.141471
0.673215	0.210275
0.322636	0.496697
0.681135	0.702083
0.819879	0.347124
0.254477	0.108647
0.550051	0.182287
0.277156	0.887901
0.410786	0.815896
0.667598	0.0199593
0.0674641	0.605111
0.45255	0.631536
0.227215	0.443558
0.216141	0.297682
0.523652	0.24431
0.322861	0.801528
0.399074	0.72724
0.813231	0.143936
0.17238	0.491624
0.397122	0.173127
0.559793	0.794372
0.729539	0.451141
0.0600769	0.613457
0.29745	0.656519
0.726522	0.0956634
0.705726	0.64093
0.0475218	0.909282
0.771559	0.0461195
0.625865	0.0937199
0.55343	0.260166
0.1271	0.465942
0.0875521	0.51282
0.329919	0.189296
0.735008	0.46036
0.857357	0.495837
0.818431	0.531033
0.187413	0.61098
0.0570597	0.951959
0.61811	0.0988803
0.984449	0.028518
0.173957	0.97758
0.0832918	0.96426
0.0675168	0.206117
0.936894	0.0641655
0.462978	0.428187
0.514598	0.398193
0.595925	0.0900943
0.275318	0.0188197
0.847781	0.449453
0.543305	0.763976
0.560094	0.122129
0.0438288	0.320109
0.475429	0.0730453
0.72906	0.103132
0.0757079	0.662487
0.427315	0.65813
0.445758	0.177748
0.408191	0.513857
0.536638	0.134466
0.52542	0.396399
0.561516	0.0485876
0.00638243	0.876505
0.590096	0.752926
0.535765	0.179161
0.942957	0.210655
0.648184	0.201363
0.839695	0.535892
0.883878	0.374669
0.220104	0.335282
0.0326561	0.645226
0.153348	0.672317
0.277608	0.557031
0.0893861	0.280398
0.593217	0.178245
0.0707566	0.287146
0.378796	0.324307
0.392707	0.484924
0.458667	0.47916
0.4658	0.50191
0.170686	0.508637
0.622114	0.164008
0.326714	0.269678
0.747704	0.438025
0.0190062	0.530153
0.629396	0.031464
0.0458516	0.991705
